Fragment.ID	GSM27015.26.M	GSM27016.26.M	GSM27018.29.M	GSM27021.37.M	GSM27023.40.M	GSM27024.42.M	GSM27025.45.M	GSM27027.52.M	GSM27028.53.M	GSM27031.66.M	GSM27032.70.M	GSM27034.73.M	GSM27035.77.M	GSM27036.80.M	GSM27038.85.M	GSM27040.90.M	GSM27042.91.M	GSM27043.95.M	GSM27017.27.F	GSM27019.30.F	GSM27020.36.F	GSM27022.38.F	GSM27026.48.F	GSM27029.56.F	GSM27030.61.F	GSM27033.71.F	GSM27037.81.F	GSM27039.87.F	GSM27041.90.F	GSM27044.106.F
1010_at	106.127	114.516	119.953	122.985	73.5405	119.673	112.939	37.8277	114.568	78.8041	106.06	81.2838	102.442	99.7906	51.9483	143.662	113.547	97.1069	151.568	135.119	112.79	106.277	76.9147	147.672	98.1456	113.936	76.5302	121.877	94.3477	97.0801
1011_s_at	1814.46	1783.64	2180.63	1480.57	2166.74	1286.84	1189.52	1614.17	1432.13	1485.22	909.293	978.024	1000.1	1204.97	127.62	1747.62	1388.06	662.192	1140.77	2069.04	2070.98	2020.75	442.689	955.568	1412.75	1315.1	1343.98	1840.41	1449.84	673.898
1012_at	69.1132	53.4962	105.269	128.792	85.6021	69.3326	83.5606	68.8715	71.3026	90.4776	75.6429	94.3872	71.7363	165.988	57.7533	78.982	164.307	203.76	183.322	107.208	87.5328	111.154	111.47	85.842	81.6021	78.9145	60.1642	86.992	89.7817	95.7686
1013_at	26.2185	30.4158	12.6069	22.5893	13.4029	17.7575	20.7269	9.42717	37.2666	17.0022	15.0222	2.79542	21.6152	18.9471	23.4648	10.1466	19.3592	12.0551	10.4627	18.1094	17.7386	17.1332	29.2724	31.1117	10.3672	31.018	20.0538	10.782	29.19	18.2431
1014_at	214.256	294.952	191.333	157.387	147.514	184.093	283.465	210.129	219.625	191.785	190.355	221.385	300.612	156.518	278.28	218.96	122.106	148.111	133.142	150.791	196.813	186.788	192.347	185.436	179.341	249.477	284.616	204.94	181.546	161.342
1015_s_at	34.3453	23.7239	30.1893	49.3676	33.0876	45.4425	18.7329	20.6365	35.7632	25.0821	16.3638	30.8007	36.3158	30.9432	11.1497	36.9307	34.8266	34.1893	37.0747	38.7934	24.6088	27.6892	14.852	42.134	73.1058	31.2629	27.2943	25.1677	17.0243	10.2789
1016_s_at	64.1748	160.514	100.17	116.748	45.926	86.6836	101.795	43.2549	73.8034	78.8751	99.2168	36.6922	86.0835	39.5098	51.1225	55.7445	49.5224	42.3867	46.9655	58.0509	83.8146	106.61	88.6823	103.354	79.9025	80.2498	91.828	68.7051	96.4026	90.5099
1017_at	112.788	48.7901	101.551	77.474	65.4652	59.4137	92.9831	115.71	131.851	162.549	84.745	204.131	124.909	95.8102	57.5588	79.3929	58.4803	44.5135	31.1647	44.8664	164.736	143.733	302.237	75.652	105.796	99.6218	150.885	127.825	187.335	119.698
1018_at	261.215	290.656	260.704	188.819	240.656	240.76	201.473	150.325	173.153	169.908	211.182	152.079	218.303	123.772	172.221	230.384	113.141	76.1421	77.1569	184.47	178.037	193.799	187.805	262.461	206.832	177.405	212.869	228.032	101.592	130.459
1019_g_at	731.413	599.141	735.822	628.041	648.128	645.966	701.585	670.16	644.599	545.312	630.621	597.19	761.567	638.62	686.647	740.477	529.163	486.409	501.739	567.005	564.401	695.053	592.785	726.022	637.929	614.311	648.464	751.888	500.889	589.267
1020_s_at	550.575	479.38	329.995	349.128	303.991	277.606	358.608	375.529	345.183	557.634	356.781	327.568	287.669	351.357	292.55	411.848	418.558	380.375	311.685	307.82	422.334	417.076	278.388	389.884	339.088	333.372	436.154	370.575	372.488	452.469
1021_at	152.815	101.21	212.108	200.321	197.101	168.435	176.456	126.643	222.124	144.082	191.461	128.041	187.38	236.595	107.942	167.153	243.882	162.143	189.982	254.101	183.837	214.573	127.935	195.503	204.46	210.765	155.304	179.059	123.757	162.506
1022_f_at	37.2754	28.6946	39.1628	56.4009	53.8896	47.1385	45.4166	38.3397	37.5067	28.0124	42.6594	33.3433	47.1795	41.8072	37.9815	34.7697	30.6972	56.8067	44.3622	35.1115	44.0483	50.226	58.6661	68.7065	52.336	47.3845	37.1718	42.4014	53.0892	46.1057
1023_at	464.522	270.073	496.33	532.88	601.309	601.508	637.963	375.509	587.732	454.429	486.462	481.724	964.786	481.908	580.65	474.158	456.944	711.475	694.072	448.057	435.714	487.515	1075.29	411.517	432.713	626.429	244.097	424.876	662.761	266.041
1024_at	91.6478	98.5448	74.6519	83.8522	77.3336	100.461	76.7831	72.0386	91.8602	68.3204	92.6709	68.2322	101.55	64.5829	66.5608	81.9261	68.67	121.231	143.821	81.9258	75.766	81.1616	72.4505	107.044	76.2802	68.285	67.9886	58.6334	74.4163	122.147
1025_g_at	60.3486	52.1925	78.8359	91.7101	95.0448	92.0935	95.4083	95.7363	76.0608	71.3911	89.6575	111.572	113.488	122.067	59.1592	71.0278	103.404	123.031	97.1336	96.0431	67.0292	66.1349	51.0785	91.2189	86.7904	80.5457	69.0249	83.9249	58.4639	113.152
1006_at	429.53	513.985	465.406	462.173	458.042	473.911	405.942	521.8	368.907	531.129	426.576	516.254	451.708	536.321	435.729	366.435	598.816	499.956	669.164	537.775	476.46	437.172	357.615	452.081	448.913	328.897	377.871	490.422	539.579	481.433
986_at	123.835	113.861	114.416	122.47	132.63	126.144	99.1087	95.268	116.29	110.179	106.913	88.9113	123.212	138.708	96.3846	105.935	159.681	189.143	125.764	156.445	131.679	139.962	119.014	134.51	132.202	119.319	94.9908	122.517	158.586	119.416
987_g_at	102.405	98.1693	134.213	136.507	156.453	131.276	118.988	92.2643	119.578	114.039	115.865	122.779	129.257	153.077	91.9977	108.721	146.402	211.557	186.086	143.019	146.975	138.45	153.036	147.524	148.112	129.853	97.0287	119.998	123.504	116.102
988_at	69.5898	78.7815	84.0797	89.8482	70.5835	69.2931	51.946	52.9789	66.4889	63.3624	62.7403	50.132	68.8716	68.3001	63.0659	58.6186	63.0217	94.7262	76.7074	73.5329	77.4037	63.0161	45.1982	78.307	68.9433	79.7111	91.1601	80.0192	103.09	46.0109
989_at	62.2294	83.4647	72.7834	47.5679	54.3785	45.8972	56.2495	52.9402	51.0874	40.7662	51.731	22.4262	58.2662	44.9362	37.4652	66.4842	56.2887	39.5539	55.31	64.9938	45.4367	46.7606	66.868	60.8502	60.2281	51.7272	83.123	56.5293	42.3349	29.0182
990_at	43.523	62.6385	59.1869	57.0882	72.8075	66.2913	56.5566	58.8752	59.3288	52.9813	45.0565	74.0767	39.7491	84.1721	43.007	50.8591	88.0059	85.421	108.271	71.5792	51.2621	59.9338	83.645	49.1072	51.8098	51.3338	31.4794	56.9793	76.0413	40.8981
991_g_at	122.601	136.835	149.463	195.664	153.871	142.114	131.301	180.615	143.487	123.646	170.076	155.175	165.565	184.89	114.947	136.909	187.132	307.986	217.371	145.368	177.031	148.622	188.117	166.226	174.293	148.289	124.568	146.532	258.572	182.177
992_at	303.222	271.823	317.763	297.043	319.107	310.723	265.586	237.863	336.474	271.642	323.531	251.722	309.006	320.654	235.942	229.722	371.746	336.276	289.669	359.247	347.831	280.134	356.698	362.447	323.397	307.972	254.979	285.642	325.4	301.761
993_at	131.504	233.989	131.769	141.693	175.772	105.428	148.334	97.4761	144.515	117.389	162.15	86.4754	214.014	118.889	84.0111	188.193	131.225	79.2224	45.0834	137.953	206.261	116.035	87.7187	177.044	161.517	158.292	158.635	188.725	134.743	125.947
994_at	28.5606	69.5996	54.7265	51.685	81.2249	74.4689	48.8222	75.2028	59.538	86.5449	73.8618	39.1185	99.5442	47.1119	88.0123	78.4573	53.4959	40.5768	100.306	64.8382	57.6733	83.6123	56.729	115.87	89.9471	54.4176	164.512	85.8861	60.4544	32.8675
995_g_at	156.183	228.469	160.918	170.273	214.174	205.267	226.772	202.151	225.566	213.223	198.372	133.444	287.091	140.138	280.202	209.774	168.791	95.7222	167.567	153.028	150.514	180.443	222.327	315.078	216.027	272.817	403.026	247.024	178.788	147.022
996_at	516.557	634.028	176.788	553.288	382.677	332.265	753.729	556.123	697.164	1484.97	691.527	691.804	768.218	671.904	1438.63	879.654	379.759	1148.11	159.975	180.399	586.715	269.947	468.624	841.488	325.87	800.352	758.026	618.008	912.11	874.401
998_s_at	124.155	133.592	147.987	124.983	376.397	221.618	322.677	182.303	134.102	163.734	304.433	372.635	262.925	140.829	260.988	180.365	167.368	201.528	115.587	108.508	130.071	118.741	244.26	305.559	164.265	110.293	292.278	195.101	502.75	441.227
999_at	199.926	231.158	141.489	153.708	139.538	134.604	164.71	150.414	175.319	236.297	185.561	146.383	199.163	236.874	175.242	224.068	253.152	210.84	167.629	180.737	242.445	139.193	138.995	168.79	159.959	233.146	210.738	168.636	141.523	127.523
1000_at	1346.48	1559.96	1155.06	1150.22	1508.37	1370.82	1492.75	1481.43	1464.16	1699.47	1284.51	1605.5	1519.39	1460.23	1528.11	1523.64	1500.26	1282.31	910.329	1289.35	1366.88	1270.03	1230.97	1568.96	1390.94	1400.81	1649.07	1309.14	1147.02	1243.68
1001_at	68.1636	91.8582	78.2482	69.2154	75.4962	67.7147	95.8016	75.5142	72.3847	75.6488	120.028	68.0337	91.3725	101.577	39.8712	87.9296	113.775	116.494	61.9767	95.671	74.0121	99.9677	59.2511	85.2657	82.7283	99.0198	124.37	74.1703	134.214	104.69
1002_f_at	250.021	188.436	276.961	283.7	287.982	232.123	287.988	182.398	238.031	209.485	343.537	238.19	302.814	244.617	254.677	188.882	238.789	302.713	227.641	179.579	216.809	189.129	270.158	457.912	227.95	243.123	219.849	316.547	364.078	215.186
1003_s_at	1198.8	1002.73	1426.53	1641.89	1250.61	1185.54	1313.55	1013.09	1200.15	1113.79	1221.86	1300.35	1192.62	1341.71	951.534	1242.21	1452.28	1046.34	700.406	1115.69	1071.37	1220.96	1349.89	1500.59	1014.5	1263.91	969.997	1304.72	1120.66	1195.04
1004_at	66.7652	56.9903	82.0271	67.3695	63.3043	67.4512	63.0515	92.5383	59.206	82.7318	62.0396	100.393	51.4202	87.5982	67.2086	47.8665	97.082	126.229	85.9812	81.8432	69.2788	74.3113	89.0282	61.8531	63.372	51.2597	48.4394	78.4587	70.9431	81.776
1005_at	232.31	330.107	267.491	332.964	278.74	178.988	182.015	241.706	233.148	199.115	190.581	274.023	272.139	313.439	151.64	197.316	337.306	291.838	293.63	384.147	254.703	278.729	203.189	258.809	328.12	285.265	249.607	165.788	274.673	237.201
981_at	72.16	78.0158	75.0953	42.6196	70.4242	58.038	42.4428	50.2344	59.541	49.7404	46.2781	40.8499	41.3205	51.1256	36.5837	62.2473	63.6289	86.2453	75.3932	86.6372	47.2616	68.8465	101.505	59.4931	52.2229	61.1119	50.0568	53.2525	80.994	52.5909
982_at	94.9034	79.0795	92.8594	111.882	96.9577	68.2972	75.8428	74.4358	92.4658	86.2565	84.968	71.7002	78.1319	118.583	60.9144	86.8417	117.493	69.9319	71.6838	123.862	95.8859	77.3589	80.8537	77.4939	86.9533	105.255	72.8713	95.1703	41.0352	58.8587
983_at	40.5003	37.6501	17.6316	34.8789	28.7866	23.9103	18.9653	16.6258	30.6935	1.3676	17.0291	2.29178	21.9348	36.4891	4.81948	30.4279	24.7921	33.6426	14.021	39.3658	29.1015	30.0184	17.4861	27.2785	19.4793	26.5019	24.497	15.1721	44.4903	13.3504
984_g_at	49.4055	83.4454	59.5845	28.0061	48.1195	46.0249	50.6067	28.9643	42.0599	40.3987	62.9128	30.8934	39.8514	25.2699	50.5368	43.2435	25.6943	11.5444	14.8654	36.66	40.1939	32.4378	54.6557	46.3702	42.6746	31.3457	39.2448	45.0157	100.965	38.5821
962_at	74.3912	127.86	97.9214	98.0827	100.652	71.5357	62.2569	75.4822	73.8512	78.5428	95.4784	70.6952	80.829	195.801	93.6377	60.5868	177.173	220.021	132.353	109.408	66.2791	68.6233	69.4378	91.5092	50.4655	70.9159	67.6934	86.1462	41.8411	78.4077
963_at	90.3258	92.9703	117.116	112.558	112.955	85.2839	86.0841	56.1018	95.8816	73.3571	65.5515	45.3924	85.3653	74.8157	55.0672	81.5069	91.3498	85.5531	175.71	144.639	86.604	108.537	149.791	145.167	85.1486	101.439	89.5859	108.286	81.7595	59.2342
964_at	127.849	125.802	100.769	106.481	114.166	106.845	103.048	91.3976	95.3724	117.846	126.628	86.724	115.323	135.568	81.2433	92.7896	125.24	115.259	116.807	121.223	127.369	108.89	92.1587	102.909	122.725	98.1685	126.42	96.5378	117.604	68.846
965_at	204.087	186.886	221.982	195.595	175.603	193.538	174.637	91.3881	183.654	197.897	178.662	189.347	191.764	165.353	211.259	164.974	127.67	167.423	147.024	174.018	216.818	211.356	233.348	229.654	179.599	175.207	144.521	169.89	205.746	149.736
966_at	118.524	100.265	151.672	154.734	108.772	115.471	93.2938	115.368	81.302	134.015	122.802	103.024	130.368	132.32	96.7751	95.5823	134.138	129.177	133.227	124.144	126.787	53.0242	114.933	158.545	120.261	111.402	107.588	113.032	114.133	152.118
967_g_at	167.397	160.594	123.432	306.065	168.714	251.997	115.665	154.266	153.685	94.2764	310.119	171.685	400.894	176.72	114.842	293.018	69.4023	824.756	213.805	38.912	211.065	253.213	156.875	223.078	333.149	111.286	300.197	135.037	271.909	402.969
968_i_at	114.284	127.677	99.889	105.653	103.388	92.5123	123.732	83.8697	115.123	78.6929	103.56	40.0002	114.431	76.5866	81.3498	112.858	91.7427	70.0973	190.333	141.784	93.3372	100.282	195.787	182.778	143.404	124.058	226.16	144.668	50.2479	90.9212
969_s_at	166.198	248.582	135.733	156.626	168.352	117.422	124.063	96.3216	134.988	119.78	137.566	56.4245	220.266	87.4737	128.114	177.307	80.7804	78.956	168.449	169.074	142.337	116.636	181.39	241.584	171.287	123.617	291.391	183.964	56.8442	97.0112
970_r_at	2142.98	1900.94	2195.29	2033.68	2403.38	2847.77	2674.91	2150.42	2127.49	1595.23	2254.25	1841.43	1899.92	1850.72	2022.77	2395.28	1899.42	2114.23	2331.47	1832.86	2066.3	2310.41	4245.16	1770.85	2440.75	2147.58	1759.67	1974.74	3499.95	2265.6
971_s_at	11.7556	15.4535	23.6672	33.959	27.2827	27.9243	18.5579	16.0952	35.3656	4.91039	15.1977	4.26208	15.4725	27.0792	13.5107	22.0394	36.6097	21.3993	39.3837	28.5681	22.3502	47.6131	25.3986	24.714	28.8377	16.6797	10.6267	24.394	33.9259	0.001
973_at	342.175	300.997	306.527	372.322	381.557	327.749	354.834	313.17	346.583	368.325	395.332	406.161	361.269	448.452	331.68	435.968	460.067	734.844	564.872	304.573	380.545	429.468	379.548	417.384	325.643	384.036	331.326	394.847	528.025	425.663
974_at	187.452	161.735	215.608	219.54	294.19	225.88	190.556	183.229	199.5	162.406	212.558	220.797	181.318	243.794	160.915	188.376	309.452	232.756	241.059	211.502	196.514	194.979	186.257	207.159	243.952	191.642	159.754	201.742	234.423	217.963
975_at	986.889	626.122	1034.08	956.907	690.4	649.254	785.959	656.141	758.649	729.495	808.638	624.336	825.861	780.253	641.915	722.613	918.424	702.4	955.372	934.844	763.159	825.104	715.552	883.873	776.253	713.833	773.807	868.134	526.673	729.208
976_s_at	139.263	145.135	172.602	95.995	56.5459	59.2137	58.5414	35.4267	126.855	72.7871	47.3947	41.733	63.3734	72.0253	44.9722	51.7425	82.2952	64.22	126.549	178.369	83.4202	82.0509	134.866	129.992	49.1522	98.7511	61.1442	62.5127	80.5201	52.5786
977_s_at	84.2572	59.576	127.959	86.4	77.164	107.509	100.077	84.7202	68.077	58.5842	104.353	66.2539	87.1725	81.3662	35.3673	72.0317	118.992	168.435	165.906	95.3857	82.0234	85.1615	76.4903	115.038	101.526	69.5966	58.8726	47.1163	75.5635	106.896
978_at	259.961	474.821	357.918	547.357	542.424	441.762	388.116	383.951	538.979	304.496	308.505	309.79	370.133	409.705	411.361	231.05	448.13	2122.79	444.049	416.549	373.463	349.93	443.192	657.902	405.363	622.663	284.648	383.959	660.08	390.496
979_g_at	18.2926	14.4183	11.4724	16.5713	11.1506	17.4959	6.35288	5.64447	10.8042	8.15906	17.0072	7.8261	15.8576	19.3829	0.902296	13.8123	22.174	2.29248	7.04543	22.5054	10.2821	5.60784	37.9578	14.495	11.2139	16.4389	22.2556	10.9094	13.4647	7.94549
980_at	144.47	176.715	95.6149	150.739	105.091	92.3215	233.375	189.731	193.791	237.799	166.239	183.897	173.884	140.514	376.608	169.622	146.633	128.441	65.1589	92.7681	194.763	108.213	155.174	143.188	96.5675	245.456	199.317	231.47	223.375	119.373
961_at	134.037	92.2689	159.351	186.901	78.1244	122.967	99.3464	156.288	142.866	144.331	97.7834	197.65	83.9082	156.918	81.0752	77.5032	129.376	219.102	177.601	124.114	87.3159	152.225	115.291	111.784	95.5866	122.486	75.5072	100.491	83.0761	217.028
940_g_at	147.624	120.049	173.26	159.787	171.58	148.541	116.273	128.483	143.448	127.667	118.171	134.596	120.388	213.852	102.493	110.01	202.929	202.137	194.145	198.215	124.075	134.877	132.961	187.211	151.846	148.809	138.445	134.579	123.384	135.722
941_at	1021.41	1267.38	799.955	698.969	955.858	951.325	949.405	1248.51	1023.68	1089.91	904.254	1006.76	1032.79	706.381	1257.5	1114.96	698.255	496.128	879.141	878.328	899.2	903.817	887.416	953.612	1195.63	1044.24	1434.37	931.738	994.633	862.832
942_at	282.255	197.226	168.981	208.36	190.196	118.309	262.536	223.069	261.311	213.044	216.991	299.063	302.093	228.115	428.082	247.143	215.625	183.581	83.8797	95.7523	124.335	226.804	115.291	303.694	124.823	299.483	310.423	288.277	296.248	367.335
943_at	30.5842	37.7833	27.1551	18.3528	13.2177	20.1416	7.19622	19.8294	21.6801	31.6552	31.2452	21.8984	40.6904	25.8359	8.18461	16.1051	21.7377	19.5427	12.609	19.2063	16.6526	28.844	18.893	61.8041	27.6064	28.1834	49.2926	10.6639	18.5184	18.6872
944_s_at	96.4081	124.695	91.9911	81.9826	78.6031	48.6428	77.3723	54.493	108.667	78.4386	54.4114	45.3675	89.8444	84.6223	48.744	61.3779	64.2459	94.822	80.208	82.5042	100.489	106.972	73.6244	82.4094	68.5653	116.058	83.3639	94.5643	84.2426	65.1828
945_at	514.895	528.812	430.143	366.656	308.657	457.794	381.37	565.985	386.568	512.615	328.648	377.518	372.654	258.319	454.056	422.022	227.205	270.133	359.085	438.396	322.384	400.928	368.306	470.806	454.912	352.099	661.813	333.998	157.215	273.036
946_at	265.817	284.041	143.272	161.624	151.172	120.196	216.067	317.773	180.891	313.51	213.47	248.657	190.866	172.51	215.061	224.784	155.593	201.664	129.167	115.474	232.442	192.887	215.125	194.298	162.279	215.801	273.845	182.178	172.457	300.408
947_at	185.74	239.028	136.95	195.852	183.51	147.697	278.141	155.822	252.844	202.997	264.879	123.074	228.123	185.676	553.688	216.408	141.127	301.281	187.495	109.006	192.772	117.893	183.582	210.353	156.736	303.04	127.412	219.881	413.055	268.578
948_s_at	248.402	551.728	393.482	238.669	281.914	447.351	373.916	717.416	427.841	419.765	314.861	352.95	640.878	412.466	335.116	503.594	361.052	228.416	500.504	479.298	578.169	426.641	413.338	307.565	629.85	494.143	662.119	445.292	134.223	251.114
949_s_at	487.53	479.383	414.987	318.577	328.188	352.476	391.494	360.766	423.768	440.958	285.42	246.097	405.289	218.371	328.274	411.587	256.528	155.108	401.892	382.435	386.961	416.17	331.922	462.47	404.267	459.058	738.149	456.082	166.615	191.267
950_at	459.689	449.2	434.93	491.644	341.437	421.396	532.604	494.818	370.291	588.55	369.868	463.062	500.171	343.713	583.784	463.151	330.332	324.873	296.774	332.044	408.621	434.384	598.668	522.315	395.264	397.074	575.836	509.305	428.579	510.766
951_at	162.215	106.294	91.2864	97.9467	62.2818	62.5742	121.643	120.18	130.692	100.741	99.1554	144.108	115.739	74.5531	140.608	95.099	96.7401	76.5444	65.1679	73.3792	72.3921	73.5635	83.7332	116.775	83.1518	108.819	121.369	109.836	68.9007	120.981
952_at	81.8933	47.1001	78.1749	89.7086	74.2918	87.5673	47.4568	61.0198	72.5442	51.1064	24.2948	60.2628	64.7232	82.5997	29.5613	68.6485	85.6911	87.2997	102.444	117.18	61.4981	56.3048	46.5607	105.496	74.3773	57.0328	60.0458	70.8634	85.308	48.5192
953_g_at	498.904	698.068	574.527	306.561	319.216	216.473	171.587	281.158	404.013	331.998	109.185	75.0316	152.963	198.818	121.478	199.957	247.092	107.938	447.045	687.264	495.598	442.941	288.074	324.273	367.285	326.346	195.053	256.025	252.817	75.4139
954_s_at	591.23	571.674	658.416	665.653	589.028	589.365	459.682	615.472	657.177	546.638	532.814	613.922	550.883	611.172	436.565	577.245	620.972	600.198	706.7	673.784	646.957	580.516	598.567	637.197	579.727	545.223	581.851	654.225	472.524	524.635
955_at	2922.82	3128.27	2899.66	2636.87	1940.97	2327.68	2545.71	2912.11	2712.66	2933.38	1877.65	2606.85	2548.27	1878.51	2298.99	2417.96	1905.64	1001.32	2218.07	2774.64	2745.61	2784.42	2202.9	2245.69	2007.67	2568.55	2555.7	2574.2	2175.13	1265.94
956_at	1852.61	1954.22	1748.19	1372.76	1369.45	1708.94	2224.4	2650.54	1492.1	2590.83	1517.46	2538.71	1870.83	1678.21	2420.45	1873	1577.27	643.652	1146.37	1841.32	1836.15	1593.7	1518.14	1355.66	1677.36	2274.32	2081.29	2106.35	1499.01	948.077
957_at	218.138	370.05	256.927	198.577	253.011	241.005	174.611	180.229	234.518	224.122	202.956	157.644	221.574	189.051	143.79	235.74	234.226	227.369	286.115	304.181	246.082	221.882	183.738	328.431	255.166	241.279	234.696	212.144	180.88	153.221
958_s_at	913.908	914.033	697.098	627.402	901.673	697.491	811.032	968.842	793.281	1161.23	691.442	842.57	697.527	977.091	870.237	852.56	932.535	763.412	723.899	914.866	740.735	790.991	568.874	776.178	969.257	861.988	1003.49	977.791	591.49	628.65
959_at	269.617	257.572	173.342	118.347	138.065	155.225	144.6	176.09	191.944	234.266	69.107	70.8781	92.5882	22.9404	233.191	123.698	104.183	51.2605	280.96	221.358	86.5508	204.506	180.483	161.659	204.755	163.866	236.55	221.83	60.3203	10.7226
960_g_at	1430.1	1338.72	1319.61	1388.63	1369.67	1339.79	1418.76	1273.5	1407.6	1302.5	1369.04	1383.36	1381.34	1441.99	1380.38	1352.35	1475.37	1133.86	997.619	1482.46	1314.54	1314.59	1456.21	1680.01	1174.55	1666.57	1138.05	1354.26	1324.83	1395.18
936_s_at	278.346	333.978	293.417	158.567	189.784	231.066	122.273	221.522	180.314	191.37	101.735	115.716	147.012	97.8759	109.818	99.2086	196.359	237.171	344.473	311.607	157.047	186.4	197.104	227.076	207.367	181.2	251.359	161.818	90.7763	109.689
937_at	426.145	313.249	464.914	493.977	409.995	430.492	384.852	291.479	318.413	312.283	328.178	347.25	300.622	419.271	273.681	361.387	395.01	578.291	382.713	374.596	375.051	420.225	441.023	295.277	343.742	306.568	266.743	385.171	562.093	368.054
938_at	144.982	143.444	128.062	131.654	131.434	184.588	117.319	78.1696	163.748	99.396	166.235	109.07	172.839	117.877	71.9772	219.049	120.084	78.5878	54.5574	138.181	154.656	135.738	128.668	140.254	204.807	173.517	182.566	113.668	81.3405	180.028
939_at	163.811	109.395	185.249	192.018	197.51	191.172	202.062	133.122	215.819	146.358	178.91	167.608	150.993	232.315	186.028	130.044	186.719	326.206	270.905	142.622	161.941	149.41	146.143	186.501	152.172	222.202	100.332	175.719	212.534	200.89
918_at	491.24	590.943	463.179	446.876	383.816	397.897	380.643	293.545	545.287	415.83	386.497	313.624	390.057	424.021	286.892	460.39	442.338	481.167	512.192	424.167	540.517	331.489	401.847	450.634	290.396	480.66	334.287	428.407	545.291	367.201
919_at	627.013	514.055	657.736	625.259	631.512	625.652	609.377	391.943	560.962	454.864	617.829	387.185	626.064	632.948	679.334	489.349	659.306	510.515	627.738	610.228	725.357	784.035	693.465	618.955	573.766	628.636	559.51	638.862	818.462	526.781
920_at	260.871	196.17	273.511	233.015	174.606	223.695	266.691	135.328	294.688	179.207	291.828	189.12	251.449	247.39	144.604	240.072	285.573	213.873	84.6946	190.179	184.346	210.25	290.967	272.599	249.876	255.676	221.537	209.343	182.645	253.036
921_s_at	128.736	102.36	142.263	196.414	149.223	164.333	161.292	145.641	188.229	169.663	157.184	188.192	168.15	191.57	122.7	114.056	195.434	259.044	176.381	168.305	159.246	177.828	233.542	205.134	163.441	138.535	122.245	202.29	183.818	250.732
922_at	2065.36	2426.49	2013.36	1347.11	1738.71	2000.65	1562.11	2038.12	1746.4	2241.43	1262.09	1239.64	1399.05	1278.12	1341.62	1914.22	1305.75	997.688	1790.74	2111.05	1987.68	1985.73	1606.62	1752.75	1900.91	1710.96	1990.46	1817.59	1229.05	776.133
923_at	840.559	779.509	830.275	885.697	1008.57	815.615	837.66	785.495	932.106	944.436	767.929	890.979	673.438	1000.81	533.255	833.222	1009.72	959.666	1059.18	958.602	809.142	890.118	639.543	820.829	780.973	896.873	702.179	821.174	737.048	974.165
924_s_at	2668.39	2891.59	2368.84	2538.19	1929.04	2153.01	2811.94	2736.87	2379.59	2746.4	2489.3	2936.51	2761.07	2457.32	2734.78	2744.94	2215.83	2429.78	2059.88	1979.62	2385.16	2477.9	3513.2	2383.21	2400	2150.03	2829.67	2472.28	2596.79	2839.49
925_at	469.858	436.263	404.967	405.516	345.369	367.281	370.306	470.412	421.819	406.874	367.101	430.288	276.427	527.788	272.072	295.588	572.493	514.087	502.241	410.387	581.147	370.139	694.415	417.95	273.513	418.254	379.092	271.634	408.411	550.902
926_at	633.831	204.627	284.313	582.214	586.506	178.452	342.196	689.232	1281.59	1996.24	863.29	2178.97	947.275	1016.24	417.852	556.566	729.333	909.99	295.824	278.108	935.516	327.704	482.136	755.076	635.953	436.234	558.376	857.781	489.469	1855.44
927_s_at	74.7499	106.532	74.128	68.2241	42.0394	46.0505	18.472	119.429	38.8238	82.8151	40.0392	98.7739	41.8584	159.615	46.0566	34.6817	124.859	156.521	74.249	73.9115	78.2221	75.5996	25.5565	50.1332	42.6674	58.7315	46.656	53.9908	96.0999	108.944
928_at	10.0016	0.001	25.8344	4.23617	26.058	15.6572	8.36214	3.8793	6.82751	4.21705	16.1214	1.03281	14.9158	21.0586	8.78628	20.1103	5.24812	1.53676	37.7041	5.87701	8.40759	0.001	9.94036	18.6603	6.37392	8.34946	14.7752	15.2734	13.7757	0.001
929_at	51.1901	59.0838	43.7549	43.1353	46.2072	73.6705	52.4233	37.3066	52.0685	56.0373	52.3384	40.3566	50.1234	47.1518	46.3216	46.1609	51.3195	59.9095	31.6665	48.7346	54.3487	81.0483	39.2727	60.0476	53.4717	56.7809	39.3986	45.0904	70.4022	41.4522
930_at	70.8191	60.535	83.3686	79.1	58.6187	67.3567	110.226	53.2482	106.818	97.6193	75.9836	96.0529	70.7564	55.9969	150.228	63.7041	66.6781	96.7631	72.4087	58.8413	69.7156	79.8833	93.0762	96.2072	66.5517	96.8032	76.1667	89.2954	94.9372	107.954
931_at	131.164	188.188	160.447	202.95	237.023	204.733	259.008	298.001	358.199	144.135	180.207	125.378	183.459	354.361	315.705	149.964	517.426	438.193	102.921	354.744	188.993	210.794	537.107	200.053	189.794	242.663	223.835	90.591	181.654	233.093
932_i_at	1230.85	1832.32	1330.97	1777.37	1924.17	2556.19	1704.42	1413.81	1461.7	1259.89	2241.52	1530.51	2798.96	979.766	1657.42	2369.65	865.921	2792.84	2897.58	1056.38	1499.05	1872.94	2557.69	2850.76	2478.71	1145.97	2631.22	1568.56	1657.9	2241.86
933_f_at	193.763	209.852	203.643	258.107	217.914	321.647	232.931	154.836	201.758	137.011	183.776	176.752	440.465	143.699	227.872	324.844	152.631	151.03	361.326	199.452	159.144	250.637	378.659	465.455	285.773	168.361	341.88	188.965	121.835	220.29
