row.names	control.diet.19300	control.diet.19301	control.diet.19302	control.diet.19303	control.diet.19304	control.diet.19305	ketogenic.diet.19306	ketogenic.diet.19307	ketogenic.diet.19308	ketogenic.diet.19309	ketogenic.diet.19310
1371239_s_at	45.6975	48.9169	45.0655	57.3587	53.7239	39.5061	47.8626	39.048	44.3335	50.7443	61.8562
1371240_at	7.97516	10.0535	5.9699	5.90907	9.23399	7.75478	7.13652	4.16127	5.92189	3.88279	6.62851
1371241_x_at	38.0486	40.4993	35.5144	33.8429	42.4143	45.3694	41.5858	42.4873	32.2341	48.3878	42.1363
1371242_at	329.958	476.027	398.431	407.962	399.38	231.5	218.537	177.235	305.245	280.294	255.7
1371243_at	20.0875	10.7823	16.5086	16.3962	10.631	20.2134	24.4717	8.77749	8.54832	3.88792	20.94
1388269_at	5.80479	5.73991	6.1212	5.2572	5.97235	4.6973	8.44329	9.45224	4.27661	7.26215	9.05639
1388270_at	12.9489	22.3357	23.7774	22.2155	16.7999	22.103	20.8634	12.5604	14.6461	4.55054	8.22926
1371244_at	295.914	305.022	280.443	293.838	280.689	268.145	303.079	349.856	277.847	401.587	317.89
1371245_a_at	199.15	181.416	165.684	255.412	280.452	183.508	4.58803	5.29279	5.24281	2.75987	2.1194
1371246_at	164.572	166.09	131.377	163.41	170.377	167.268	138.822	161.808	150.936	131.181	182.124
1371247_at	20.2862	17.5012	10.0918	20.9417	22.0329	17.198	25.8254	12.5398	7.22663	5.15789	22.1384
1388271_at	782.788	906.847	731.524	737.744	740.719	861.61	663.491	693.697	801.101	691.241	624.354
1371248_at	63.4412	47.5131	65.4599	69.1469	70.5576	61.3483	36.6164	31.9129	33.9684	19.5639	38.7413
1371249_at	452.954	456.148	464.846	468.95	435.378	472.032	442.111	499.894	465.09	475.291	437.607
1388272_at	11.9128	2.26912	5.45176	4.85822	8.6741	4.39017	8.68023	2.45854	3.88762	19.8789	4.6923
1371250_at	35.9113	53.1555	41.2845	42.955	49.4436	44.8691	37.5895	38.0612	17.1937	32.8919	34.19
1371251_at	176.347	162.594	158.762	179.722	154.261	178.416	165.404	179.341	172.04	155.867	164.104
1388273_at	7.72433	8.44154	13.5461	7.80645	6.37643	9.44343	7.49152	6.42821	13.3205	6.074	8.50735
1371252_at	7.9887	10.8285	9.64317	9.70784	10.5845	12.001	6.14307	7.17263	7.8873	4.98899	2.65529
1371253_at	117.7	116.938	137.228	119.781	128.928	87.1364	112.842	99.7564	86.0893	127.146	104.522
1388274_at	108.04	82.9306	85.8472	67.0529	58.9103	64.3115	78.6446	113.803	85.3141	115.229	112.542
1371254_at	695.194	767.308	755.996	716.185	644.387	684.494	871.066	951.677	869.474	973.644	926.765
1371255_at	515.331	468.048	374.861	460.393	466.486	512.255	451.511	568.205	577.473	568.5	601.358
1388275_at	46.3607	44.0186	29.0821	46.8461	32.5314	27.8697	15.9305	16.2991	34.431	21.1359	26.6542
1371256_at	137.875	146.587	159.613	126.587	149.897	179.92	113.52	108.753	166.496	112.711	112.213
1371257_at	75.6211	75.1687	64.5167	62.7468	69.2545	71.6855	58.8948	38.671	62.2159	40.5705	41.9189
1388276_at	3.13976	2.82927	2.55575	14.2564	5.23958	4.73445	13.3012	3.24925	4.15127	2.72425	3.13006
1371258_at	32.33	30.0183	39.3876	32.3931	27.0764	25.4003	23.8788	32.7484	22.1606	12.0706	27.7333
1371259_at	70.6895	70.0503	64.8371	66.1976	83.59	73.6221	53.3254	56.5142	65.1445	68.1405	63.6157
1388277_at	69.3398	92.9542	89.0559	85.2897	99.3999	91.5444	56.1892	34.2749	72.7464	58.2907	64.4359
1371260_at	26.4148	22.4561	9.02555	28.1493	19.9706	28.4872	12.3004	5.50733	17.359	10.7008	5.22982
1371261_at	11.9371	12.9232	13.3178	15.0706	14.3804	11.6538	8.73323	1.01922	10.928	5.66358	12.5551
1388278_at	10.5606	3.41109	3.97109	3.35778	7.31533	2.78648	2.67136	15.9213	9.99779	2.28604	13.2242
1371262_at	110.225	185.884	167.927	116.462	148.946	115.751	78.8297	113.055	133.199	70.0037	72.4525
1371263_a_at	78.8138	76.4916	70.2191	67.6928	86.8945	67.693	57.6384	55.4012	100.576	64.1822	63.0058
1388279_at	42.4161	22.3142	27.294	30.2631	27.5773	19.9715	29.9857	15.3967	23.8221	35.4215	37.7557
1371264_at	26.7695	8.66377	8.21719	7.65157	47.8659	8.34431	29.835	19.1808	7.84088	8.92098	7.46052
1371265_at	71.1299	60.6099	65.8317	44.0358	41.9766	38.627	38.9318	31.7023	48.3941	27.5392	29.1194
1388280_a_at	86.3271	96.3227	93.488	56.513	100.022	101.171	120.694	91.6854	72.6952	128.374	112.159
1371266_at	72.7909	70.3001	44.105	56.9875	55.4215	66.5003	44.9648	24.7705	77.8424	48.4033	59.7431
1371267_at	65.1243	145.001	216.377	208.972	145.375	150.785	90.5519	74.6436	147.15	85.3977	65.2938
1388281_at	79.4888	61.9568	60.8858	58.6117	70.7966	73.1982	45.8002	30.527	34.6569	37.9817	58.5781
1371268_at	51.8165	48.7633	52.0153	47.2691	56.1224	55.9581	46.4603	22.2525	56.1642	27.3409	39.6599
1371269_at	143.153	148.49	119.751	122.336	121.647	99.1262	98.8649	76.6415	115.249	86.228	111.409
1371270_at	50.5835	69.837	50.589	50.0188	49.0232	55.4329	44.5608	39.6584	51.272	35.905	55.038
1371271_at	44.1497	65.0895	56.5649	69.8163	60.856	55.2952	16.2658	32.0509	43.6578	40.7407	47.3642
1371272_at	2.48161	1.24743	1.64167	4.14302	0.256439	6.98073	0.163042	0.511579	0.48229	0.139094	1.07539
1388282_s_at	2.98487	7.03064	12.384	22.7425	4.43894	19.332	17.2378	4.18607	5.56217	5.04791	11.7843
1388283_at	8.62268	7.75145	11.3737	36.932	14.064	20.3608	27.5247	5.3482	11.7843	5.49165	5.88388
1371273_at	1.40185	9.94265	1.60941	6.9597	7.84053	7.90262	9.06122	1.78264	6.28718	6.27242	1.27044
1371274_at	25.9783	34.6509	31.403	26.7641	27.8783	26.3064	14.8616	17.5606	21.2227	15.7994	14.0839
1388284_at	5.18511	4.6544	4.63183	4.73777	4.87667	6.44237	3.80188	3.37854	5.01165	3.18251	4.11342
1371275_at	50.6087	27.5071	47.4633	51.9857	47.297	29.3718	48.4175	25.1322	38.9991	37.6134	26.6141
1398323_at	32.7501	24.8972	48.156	39.6246	18.5113	34.4248	34.0725	32.968	30.5572	38.2087	32.562
1388285_at	63.5317	50.1209	50.004	58.2656	64.9694	48.478	44.725	36.0224	36.2077	32.9657	39.8399
1371276_at	0.487482	0.741852	1.03731	1.46064	0.806094	10.6738	1.7573	1.56752	0.77901	0.633459	6.45174
1371277_at	55.7882	62.7026	45.4975	63.8359	42.2131	68.5662	65.9521	30.9206	38.9687	65.1732	28.2048
1388286_a_at	354.993	417.06	409.894	413.714	412.15	425.846	299.956	372.436	367.879	317.576	303.402
1371278_at	4.27075	4.84788	10.0128	8.20667	8.04956	5.88951	12.7349	10.7122	11.1396	10.4369	12.4437
1371279_at	25.7512	24.7224	19.5588	19.8047	21.843	26.2166	11.3104	13.2568	15.1515	15.2417	13.5756
1371280_at	9.06544	10.7101	26.9351	10.7298	16.5448	11.4612	5.61556	10.8994	18.8558	5.47689	6.15023
1371281_at	4.95261	1.07361	5.9469	3.62464	4.94358	3.40744	1.61349	10.1798	0.472171	11.7041	7.32155
1371282_at	16.4065	32.283	18.6825	59.6743	30.8837	18.1712	29.8287	17.2126	14.5257	19.1893	21.5894
1388287_at	18.7715	7.32298	5.21157	6.56925	8.78991	6.94016	11.7748	4.37099	6.89064	4.85114	4.46068
1388288_at	84.3378	92.1746	76.1815	82.4831	85.3615	90.2032	54.2698	54.6752	72.5594	48.2191	64.6225
1371283_at	67.3455	38.5624	11.473	87.8028	72.5152	19.014	24.4449	42.5327	11.5046	5.89851	35.4998
1371284_at	34.9523	29.2728	38.6075	33.1838	19.3066	36.3804	5.652	49.7248	29.7881	22.8429	14.1959
1388289_s_at	34.3122	44.2498	21.34	23.788	48.0705	27.4229	36.6567	28.6169	5.33011	23.4159	30.016
1371285_at	3.73012	6.43707	7.76093	8.32921	7.55776	9.05175	25.5512	5.95607	8.2711	7.73641	4.64473
1371286_at	8.54121	22.1423	2.97396	20.7949	6.9059	9.93343	7.21946	1.78183	8.61157	6.90527	8.09224
1388290_at	337.05	339.719	275.88	278.225	266.627	314.037	257.246	212.767	293.747	238.531	261.847
1371287_at	4.73728	1.49973	2.85728	0.57737	1.88157	5.58089	11.6532	5.31986	0.712292	3.25254	0.271172
1371288_at	1.15519	0.651133	0.94977	1.04375	0.747377	0.936096	1.04758	1.44474	0.883145	1.22758	1.04915
1388291_at	5.62819	4.57344	4.23857	4.3489	3.65019	5.53761	5.72242	5.7605	3.99529	1.39354	4.58043
1371289_at	186.579	65.6631	16.0944	155.358	24.7538	176.232	117.476	12.2293	47.9067	29.3065	75.719
1371290_a_at	10.4308	8.51451	6.92962	5.94679	3.8381	8.00502	5.77109	1.58888	12.6985	7.10153	14.5576
1388292_at	49.1993	71.6468	76.448	91.2322	107.174	71.196	27.4331	61.6783	69.1155	29.026	57.0092
1371291_at	18.2849	11.0138	12.1396	11.7571	17.7936	15.6411	17.1932	10.5455	10.5861	20.4612	10.9907
1371292_at	100.906	63.2147	111.156	84.8871	129.8	65.6194	96.8204	65.7309	100.198	17.7385	60.8807
1371293_at	12.8354	23.9371	26.9232	6.21697	17.8492	16.4761	7.70854	2.15787	22.7202	8.8809	16.8827
1371294_at	9.72237	10.8651	6.93551	10.417	11.0283	9.52798	9.59688	6.16776	3.83577	4.86764	8.33259
1371295_at	580.756	594.021	631.232	622.079	613.709	714.824	645.609	681.987	667.394	634.422	636.833
1388293_at	16.0769	16.9096	16.6386	15.8781	16.7663	16.4257	11.6518	11.3417	12.9257	6.87942	10.6191
1388294_at	603.829	583.68	597.172	625.437	658.663	707.589	660.732	644.665	714.747	666.281	605.965
1371296_at	421.382	368.307	373.917	412.13	362.111	452.711	408.255	391.866	537.937	437.162	354.219
1371297_at	1596.32	1458.83	1434.59	1531.18	1481.31	1719.67	1781.32	1831.75	1792.12	1658.51	1626.05
1388295_s_at	50.9415	51.767	47.5782	46.7101	58.375	54.292	55.7474	61.3176	61.0304	57.7392	67.5291
1371298_at	78.7085	51.1318	53.785	74.4705	69.8164	80.2065	68.2183	44.0471	55.977	50.6595	39.4497
1371299_at	811.052	736.152	546.547	644.206	809.324	576.214	762.235	1002.25	755.347	936.092	747.641
1388296_at	1067	1013.29	1007.71	1028.69	940.962	1182.75	1220.56	1299.87	1401.35	1185.88	1134.1
1371300_at	1833.36	1739.69	1803.91	1924.48	1879.27	2078.59	2354.64	2268.89	2263.96	2278.02	2069.94
1371301_at	2132.02	2153.12	2257.92	2349.09	2219.38	2355.83	2809.15	2889.39	2658.53	2636.59	2384.04
1388297_at	714.271	620.294	693.047	707.817	626.722	748.416	930.306	893.822	780.478	754.487	792.381
1371302_at	500.908	425.646	497.734	515.43	462.42	531.987	661.756	717.501	596.755	589.862	559.371
1371303_at	25.7593	33.2477	25.0962	16.247	32.6129	24.386	27.9547	6.65709	10.3125	29.7395	36.5625
1388298_at	61.9037	55.1359	57.374	97.3935	52.7032	69.7644	61.6007	37.1066	17.8697	57.5476	56.026
1371304_a_at	846.407	811.977	873.053	824.274	784.434	906.05	854.512	1018.3	952.899	974.055	881.171
1371305_at	763.81	765.602	779.597	805.937	756.423	764.773	822.845	946.956	992.912	891.275	827.066
1388299_at	91.8505	144.876	111.15	105.586	77.6229	89.5171	89.481	108.557	101.284	126.736	108.523
1371306_at	3.97557	1.58114	3.27592	1.96124	2.24872	1.83411	2.58783	2.53189	0.952644	2.20778	1.622
1371307_at	2135.45	1989.72	2000.19	2101.18	1974.45	2121.86	2197.11	2475.14	2486.29	2422.11	2322.01
1388300_at	871.922	898.462	812.402	880.901	857.462	781.043	768.421	916.093	863.191	917.439	890.588
1371308_at	1123.92	1001.21	1017.95	1155.09	1092.12	1155.33	1181.28	1210.23	1268	1219.94	1212.34
1388301_at	761.142	709.072	694.825	658.371	644.613	753.708	685.772	845.53	813.279	803.307	779.758
1398324_at	1350.25	1338.32	1383.48	1374.04	1200.25	1413.26	1656.72	1832.2	1636.85	1362.03	1300.79
1371309_at	792.715	886.089	836.59	774.806	727.669	881.012	844.396	1058.56	908.35	1038.38	958.951
1371310_s_at	145.666	147.319	210.982	189.938	160.705	136.648	136.918	138.967	180.259	151.056	139.607
1371311_at	741.923	831.293	863.983	753.999	742.706	887.481	657.28	703.161	841.875	780.336	639.66
1371312_at	820.952	697.101	740.054	894.274	785.753	974.022	948.682	968.972	907.169	1024.69	912.325
1371313_at	801.72	799.854	895.381	907.765	852.983	963.526	1106.08	1168.58	984.166	1037.15	1039.89
1371314_at	781.193	774.566	817.167	852.15	771.807	759.387	809.544	800.628	720.61	920.911	790.785
1371315_at	33.5659	24.3264	35.7116	13.7997	39.9005	34.447	26.0502	24.6851	22.9122	15.3782	14.5699
1371316_at	1684.73	1743.02	1735.54	1777.91	1663.66	1959.32	1835.09	2261.53	1727.61	1873.26	1697.11
1371317_at	152.252	141.069	146.787	128.987	178.814	154.498	117.699	113.526	126.578	99.0142	87.7009
1371318_at	1609.59	1600.11	1577.4	1710.23	1645.97	1767.91	1935.51	1842.57	1942.58	1816.29	1710.82
1371319_at	2368.91	2316.28	2539.31	2352.41	2339.86	3061.27	2448.71	3148.57	2900.5	2633.66	2391.28
1371320_at	2230.63	2137.28	2328.67	2287.88	2312.43	2386.08	2372.5	2898.13	2468.55	2545.72	2225.47
1371321_at	954.676	789.118	743.134	793.982	802.218	859.682	889.186	923.359	949.914	933.941	843.223
1371322_at	156.467	146.46	161.941	176.788	199.24	159.426	145.794	123.888	144.925	123.222	130.274
1371323_at	1189.36	1260.8	1349.93	1474.06	1509.95	1608.41	1617.19	1549.76	1515.24	1473.59	1354.95
1371324_at	158.752	155.06	193.728	174.361	148.89	141.256	159.889	176.078	194.77	204.479	195.833
1371325_at	129.542	129.746	175.918	155.906	147.443	145.575	146.685	230.822	141.14	167.375	145.58
1371326_at	171.207	154.046	175.444	163.963	147.175	185.911	198.833	92.0968	218.192	88.8641	144.144
1371327_a_at	2774.75	2760.53	2879.21	2719.13	2660.26	3342.7	2613.01	3758.48	2993.05	3328.59	2743.92
1371328_at	728.55	691.17	704.683	749.311	738.777	628.182	697.286	692.797	673.937	713.194	740.421
1371329_at	635.02	550.894	566.766	516.897	570.453	463.99	537.849	544.415	618.944	593.953	616.78
1371330_at	940.349	910.449	939.559	1012.1	895.78	999.062	982.233	937.806	1019.07	1089.07	907.328
1371331_at	136.45	153.3	139.312	143.949	127.867	146.347	145.078	137.042	158.176	127.034	164.821
1371332_at	246.912	224.901	257.294	266.752	237.523	192.093	187.742	166.278	171.727	182.646	207.949
1398325_at	1323.71	1454.02	1421.72	1479.96	1382.7	1292.9	1360.51	1419.77	1438.97	1497.92	1400.6
1371333_at	471.098	397.833	418.299	416.975	379.652	363.946	308.807	226.542	372.393	291.717	286.594
1371334_at	1841.07	1642.12	1542.01	1357.42	1504.48	1923.17	1788.81	1617.54	1754.63	1824.66	1827.99
1371335_at	824.863	789.401	710.921	740.589	698.245	718.741	795.919	905.424	869.934	949.078	861.974
1371336_at	529.57	455.782	479.802	511.219	364.048	460.958	585.6	688.6	469.932	652.77	666.01
1371337_at	707.78	656.88	630.885	681.23	672.604	655.66	588.206	726.253	719.933	707.342	737.587
1371338_at	673.83	592.215	661.879	647.935	636.628	695.63	707.239	643.713	710.951	606.722	608.69
1371339_at	159.295	138.796	121.482	119.024	145.629	101.839	82.8426	61.2771	127.661	71.4801	103.288
1371340_at	727.196	642.507	752.571	668.448	691.963	751.176	972.114	1143.89	707.383	1166.99	949.661
1371341_at	237.111	197.845	158.763	177.594	109.327	153.441	280.413	336.467	179.444	292.51	308.477
1371342_at	730.355	737.059	681.066	641.364	676.601	782.403	910.303	968.175	893.04	927.453	749.728
1371343_at	190.522	162.827	186.453	204.572	196.168	211.77	216.968	222.528	195.573	212.473	195.565
1371344_at	1668.21	1677.71	1856.52	1740.74	1763.58	1854.7	2095.19	2368.23	2055.79	1982.23	1889.39
1371345_at	231.024	167.117	196.409	170.726	204.353	180.79	211.214	233.999	265.254	234.487	223.149
1371346_at	326.492	311.821	388.727	422.313	321.342	393.738	416.132	543.882	405.143	509.637	448.098
1371347_at	564.455	471.756	473.886	537.292	529.231	499.446	553.85	634.411	623.801	652.028	644.406
1371348_at	774.419	760.256	821.946	817.93	734.362	785.898	868.991	1026.29	878.021	906.325	794.971
1371349_at	136.88	93.8775	79.0541	84.8178	136.026	122.513	103.661	139.144	114.485	92.5385	80.4935
1371350_at	429.994	434.477	426.196	456.719	438.233	423.327	467.134	414.432	366.943	449.29	525.921
1371351_at	588.372	578.893	590.077	551.222	480.418	561.526	424.516	503.426	513.96	445.813	419.751
1371352_at	594	723.528	692.997	606.66	677.6	708.726	788.711	761.391	719.35	765.785	743.274
1371353_at	799.248	676.829	760.439	742.308	758.067	1040.78	1021.43	1000.79	976.065	826.753	932.981
1371354_at	33.5504	40.2172	43.5568	51.5177	42.5584	41.9533	37.0124	40.9002	36.1312	34.2363	42.191
1371355_at	598.358	616.114	622.142	602.917	545.486	588.317	727.818	710.543	618.468	773.895	677.851
1371356_at	16.1687	19.14	19.8563	25.1063	20.9885	20.797	23.7476	24.1366	33.0711	52.1374	14.1465
1371357_at	533.993	404.012	331.433	341.411	402.909	321.842	375.83	467.387	367.565	429.625	400.889
1371358_at	1036.37	1034.17	1011.8	1057.16	976.166	1183.5	1108.09	1206.5	1352.41	1286.2	1082.14
1371359_at	986.62	1081.88	1072.36	1047.52	1230.17	1031.07	1076.25	1049.33	1204.95	1072.3	1099.23
1371360_at	369.956	386.967	411.995	395.259	386.235	349.71	390.738	362.5	367.37	408.912	366.277
1371361_at	66.3006	51.5582	64.4789	52.0326	58.3306	71.6793	55.4106	32.6129	77.1699	15.3524	51.16
1371362_at	690.36	684.177	707.971	717.446	668.239	719.04	915.098	859.52	808.521	920.399	916.753
1371363_at	390.004	394.532	323.714	252.253	315.811	320.682	325.435	425.489	406.795	469.619	379.384
1371364_a_at	0.488089	0.575997	0.392524	0.7558	0.578325	0.797591	5.23286	0.380376	0.502432	0.560251	0.721875
1388302_x_at	0.328703	1.28214	0.155316	0.254095	0.196108	2.90029	1.41068	0.53807	0.396077	0.191788	0.707437
1388303_at	1536.53	1483.69	1517.43	1626.03	1561.04	1592.72	1705.07	1853.75	1836.31	1669.25	1586.02
1371365_at	290.465	274.741	415.779	399.051	342.627	312.483	309.949	380.158	319.826	384.341	354.933
1388304_at	571.396	467.769	450.339	444.743	564.491	412.957	528.749	584.265	493.397	600.939	559.098
1371366_at	577.051	557.128	550.212	550.578	509.734	511.272	566.955	557.175	537.174	613.21	627.587
1371367_at	155.135	153.405	160.48	149.31	149.063	132.181	170.827	173.401	130.823	139.147	159.864
1388305_at	232.968	241.811	200.234	216.936	192.345	148.307	151.216	130.967	198.069	168.789	147.207
1371368_at	136.764	125.902	130.765	122.539	114.592	132.045	139.127	158.971	118.134	123.341	142.03
1371369_at	9.25633	4.49715	6.90882	35.5474	14.4762	15.8507	10.0458	25.6585	29.6866	21.7966	16.0285
1388306_at	154.353	151.138	104.234	98.5607	141.876	174.803	120.7	102.191	158.976	110.068	100.863
1371370_a_at	2.07988	5.10767	0.935839	0.536093	0.411542	1.23586	4.40894	0.609106	1.44269	0.511176	4.69872
1371371_at	1037.48	982.612	837.193	1051.02	994.588	909.721	1025.86	947.232	846.727	854.974	1002.22
1388307_at	1512.66	1176	1296.49	1298.43	1397.03	1004.01	1191.06	1033.18	1184.29	1137.57	1470.96
1371372_at	620.492	715.65	665.332	688.628	659.831	604.242	624.098	690.087	627.102	627.62	674.175
1388308_at	479.624	485.324	433.72	424.065	430.495	522.383	679.297	824.213	535.757	696.334	614.153
1371373_at	252.63	194.331	279.986	270.771	331.865	294.257	259.076	289.945	332.852	274.77	222.497
1371374_at	162.485	112.49	97.472	145.289	135.82	134.317	74.4682	162.651	84.536	110.654	80.1935
1371375_at	584.845	485.591	462.982	514.384	442.917	402.933	483.279	493.3	436.145	451.852	540.518
1371376_at	22.8323	22.7028	19.2622	23.0937	20.145	20.8081	17.1521	16.0655	18.3994	16.6066	19.0895
1388309_at	223.753	218.923	263.159	234.119	259.464	266.131	187.116	214.568	267.557	219.588	214.392
1371377_at	1080.91	911.572	885.763	974.684	940.095	944.534	1171.46	1181.14	1149.55	1154.59	1173.33
1371378_at	925.495	982.418	1151.5	1088.68	882.249	1184.39	1033.98	1051.56	1504.58	967.243	959.042
1388310_at	1299.02	1121.95	1044.67	1018.3	1046.28	1109.72	1108.78	1250.82	1112.32	1105.77	1124.92
1371379_at	515.473	482.42	484.525	508.572	484.53	485.56	436.91	524.681	422.952	484.948	390.206
1371380_at	827.349	897.953	972.972	931.395	905.763	918.371	1025.96	1016.45	980.437	1041.38	901.614
1388311_at	1620.1	1685.42	1614.21	1741.84	1724.88	1868.91	2372.18	2130.89	1893.75	2076.85	1918.22
1371381_at	1294.96	888.59	996.487	1084.19	1103.72	1150.22	1164.3	768.041	1089.03	720.118	1087.47
1371382_at	90.1964	41.6784	34.2523	81.1152	79.7585	64.5499	75.7222	73.1427	55.8055	50.2309	75.6283
1371383_at	147.574	157.776	154.824	154.274	161.926	195.216	191.114	226.535	192.135	135.447	161.06
1371384_at	389.884	388.036	428.703	381.813	419.169	365.553	465.019	511.675	421.506	574.5	464.98
1371385_at	166.279	151.531	104.653	101.624	95.5804	122.555	147.141	152.238	103.35	138.464	154.778
1388312_at	387.842	402.782	334.362	360.642	379.389	210.433	227.741	315.361	238.606	249.153	194.857
1371386_at	817.963	816.422	769.408	734.726	690.884	724.334	883.124	806.555	784.918	804.258	811.031
1371387_at	1361.05	1164.6	1060	1183.07	1196.77	1076.07	1228.03	1410.11	1276.25	1377.23	1247.7
1388313_at	357.65	316.999	253.658	272.288	280.157	234.938	309.47	251.952	278.873	295.907	285.721
1371388_at	766.473	792.284	746.705	796.417	696.16	854.267	824.935	643.887	766.276	886.84	777.249
1388314_at	563.115	515.785	496.429	513.092	517.055	464.268	688.575	825.025	591.592	684.75	611.97
1371389_at	360.406	397.65	478.386	343.405	357.29	351.168	466.322	384.253	475.169	516.796	475.405
1371390_at	946.806	1084.09	1143.4	1280.28	1127.21	1275.15	1342.98	1303.07	1100.65	1322.56	1058.45
1388315_at	631.695	612.595	694.162	628.135	591.554	731.393	907.998	942.845	756.881	877.289	868.936
1371391_at	217.762	223.747	223.375	227.048	216.17	207.883	207.007	220.902	214.754	198.879	227.21
1371392_at	1072.7	1110.44	1134.99	1081.64	963.551	1279.97	1106.33	1226.52	1444.87	1221.09	1174.78
1388316_at	238.315	208.972	210.825	207.946	203.795	175.985	205.228	256.724	202.927	239.645	240.92
1371393_at	1766.06	1870.97	1833.3	1765.07	1583.33	1971.99	2015.18	2109.86	2099.95	2011.29	1877.45
1388317_at	504.76	470.939	457.292	477.404	536.109	448.311	649.578	762.985	541.393	744.865	776.201
1371394_x_at	62.6104	45.2103	74.5565	99.3436	108.372	13.8309	65.299	86.1	43.7031	87.1567	53.9074
1371395_at	675.705	545.84	661.991	669.012	600.272	496.083	457.817	579.639	654.141	518.173	551.126
1398326_at	1292.17	1251.41	1254.56	1272.38	1301.54	1497.27	1478.79	1641.01	1488.3	1490.53	1275.87
1388318_at	1231.58	1152.49	1274.95	722.271	1182.68	1119.56	1002.2	930.929	1295.29	1376.81	1372.25
1371396_at	298.094	288.756	266.89	320.755	325.021	319.328	331.876	250.754	279.622	330.739	302.134
1371397_at	79.8565	76.4434	57.6518	89.723	58.1543	75.3455	109.038	113.828	75.9813	106.174	76.0716
1388319_at	16.5576	52.4263	42.1228	58.0908	32.8343	12.8398	18.2034	32.7267	48.5081	45.7443	28.9233
1371398_at	867.767	768.202	792.611	902.71	805.966	778.042	935.38	1063.65	903.972	1000.66	934.942
1371399_at	545.935	451.632	441.963	480.08	449.386	457.881	430.459	502.964	490.144	494.425	436.657
1388320_at	40.2923	42.7348	43.5607	41.8213	110.897	44.3574	146.821	153.215	118.458	163.535	96.5375
1371400_at	264.934	242.336	210.927	210.37	242.369	192.69	152.554	143.294	165.04	162.941	173.133
1371401_at	275.641	205.286	197.504	255.878	268.172	218.161	282.114	251.316	215.645	235.523	282.947
1388321_at	210.341	183.287	174.604	173.524	173.146	197.557	173.611	182.942	172.96	158.865	161.265
1371402_at	1191.26	1299.53	1279.57	1360.69	1258.4	1540.08	1522.44	1477.18	1848.19	1452.12	1350.06
1371403_at	282.439	336.197	331.743	352.816	334.214	353.16	380.662	467.712	333.514	452.562	365.311
1388322_at	264.44	234.701	234.015	306.268	350.816	253.242	291.563	320.032	298.878	341.171	293.561
1371404_at	307.248	371.404	404.865	289.84	317.266	341.626	375.631	364.205	338.917	369.822	348.291
1371405_at	577.965	492.253	531.423	526.818	585.797	540.847	500.806	546.717	579.126	541.079	534.153
1371406_at	164.785	91.9697	103.296	118.329	110.403	80.7349	37.8296	32.0821	90.2653	30.4669	95.0108
1371407_at	2016.53	2001.71	1999.49	1992.35	2005.32	2236.14	2013.54	2278.35	2329.51	2203.54	2222.87
1388323_at	325.201	420.83	357.334	381.814	410.488	345.766	406.103	424.496	405.746	388.215	387.594
1371408_at	16.3084	17.7456	22.6258	10.6283	9.71194	6.2379	6.02438	14.0438	13.9433	12.9225	9.97239
1371409_at	618.693	566.068	553.007	566.184	563.77	547.448	545.314	577.564	557.633	490.952	525.591
1371410_at	405.165	399.681	383.807	415.306	416.156	408.59	472.862	521.53	363.156	456.9	479.032
1371411_at	236.664	288.517	273.863	264.434	232.072	251.118	182.71	180.974	261.225	172.583	173.487
1371412_a_at	315.418	309.873	414.985	372.216	337.17	193.277	286.661	266.094	290.65	230.414	309.146
1371413_x_at	0.959857	0.73961	0.802055	0.755855	1.33305	1.35253	1.39538	1.05442	1.1199	1.29319	1.03575
1371414_at	498.035	461.264	490.435	541.71	471.005	364.741	378.625	325.461	540.959	337.361	421.05
1371415_at	1032.14	947.797	976.594	1022.23	935.459	1122.2	1048.84	1025.61	1134.98	976.907	939.809
1388324_at	308.554	281.274	259.45	259.455	223.001	229.49	303.541	317.883	273.874	252.517	283.772
1388325_at	1581.24	1362.88	1304.41	1256.89	1267.85	1368.79	1435.79	1413.13	1246.08	1353.83	1467.43
1371416_at	593.442	553.311	587.285	539.751	540.897	577.177	606.286	623.466	612.618	542.003	605.183
1371417_at	774.089	744.573	782.378	788.687	789.062	832.058	711.647	844.64	920.737	739.074	750.369
1388326_at	257.751	203.551	170.439	203.598	195.311	203.423	227.404	193.857	223.461	233.028	247.372
1371418_at	300.635	294.535	282.276	313.266	313.665	285.272	356.502	395.519	312.742	391.112	347.482
1371419_at	1597.18	1513.97	1516.22	1551.74	1535.98	1752.95	1602.67	1711.3	1719.46	1637.2	1610.23
1388327_at	767.119	635.634	753.634	713.913	738.913	789.965	692.118	787.226	830.843	764.512	689.721
1371420_at	84.4376	82.9402	91.5654	83.4646	83.3006	89.5737	149.129	148.486	115.461	142.443	107.762
1371421_at	607.209	648.725	629.907	638.77	660.731	591.336	496.24	471.072	609.367	520.517	516.298
1388328_at	224.986	195.137	190.735	215.584	194.709	234.021	278.23	325.615	224.677	267.419	240.749
1371422_at	1254.64	1343.91	1336.3	1311.23	1286.34	1389.07	1375.15	1325.92	1500.13	1488.36	1409.45
1371423_at	392.401	337.105	343.409	336.804	312.031	275.656	356.102	429.358	365.512	369.271	294.936
1388329_at	16.3215	30.4559	33.7477	29.1116	57.4314	18.0002	31.8819	6.40072	18.2519	6.32621	8.36197
